int.rate,fico,not.fully.paid
0.1284,692,0
0.1126,767,1
0.1411,707,1
0.1284,682,0
0.1253,687,0
0.08,767,0
0.1126,682,0
0.1537,722,0
0.1392,702,0
0.1347,692,0
0.1221,702,0
0.1095,762,0
0.1126,747,1
0.1221,727,0
0.1158,752,0
0.1284,697,0
0.1347,677,0
0.0768,757,0
0.1221,692,1
0.1379,687,0
0.0751,747,0
0.1158,727,0
0.0963,737,0
0.1316,672,1
0.1284,692,0
0.0963,742,0
0.1253,697,0
0.1221,697,0
0.1158,717,0
0.1474,687,0
0.1189,732,0
0.1126,742,0
0.1189,742,0
0.0963,742,0
0.1221,697,0
0.1095,737,0
0.1189,737,1
0.1126,732,0
0.16,702,0
0.1221,752,0
0.0932,742,0
0.1461,677,0
0.1253,682,0
0.1189,747,0
0.1442,677,0
0.1505,687,0
0.0963,727,0
0.0768,782,0
0.1411,672,0
0.1347,682,0
0.1284,757,1
0.1189,712,0
0.1158,697,0
0.1379,687,0
0.08,777,0
0.1379,672,0
0.1158,722,0
0.1189,747,0
0.0932,767,0
0.1158,712,0
0.0963,752,0
0.1158,717,0
0.1158,712,0
0.1379,672,0
0.1126,722,0
0.1316,707,0
0.0768,772,0
0.08,782,0
0.0768,762,0
0.1095,707,0
0.0932,742,0
0.1126,722,0
0.0932,747,0
0.0932,737,0
0.1158,732,0
0.1347,687,0
0.08,757,0
0.1635,662,0
0.1126,797,0
0.1316,697,0
0.1411,672,1
0.0932,742,0
0.1253,722,0
0.1095,717,0
0.1316,697,0
0.1311,697,0
0.1411,687,0
0.1126,772,1
0.1189,697,0
0.1158,707,0
0.1189,792,1
0.1126,717,1
0.1379,682,0
0.1095,777,0
0.1221,687,0
0.1126,762,0
0.1442,672,0
0.1284,697,0
0.1189,712,0
0.1189,707,0
0.1189,722,0
0.0963,717,0
0.1126,762,0
0.0932,737,0
0.08,752,0
0.1316,672,1
0.0963,752,1
0.1253,692,0
0.1158,757,0
0.1474,667,0
0.1158,727,0
0.0932,737,0
0.16,662,0
0.08,752,0
0.0932,747,0
0.1221,747,0
0.1411,687,0
0.1126,727,0
0.1158,707,0
0.1632,677,0
0.1189,717,0
0.0768,777,0
0.1158,762,0
0.0932,762,0
0.1095,727,0
0.0963,762,0
0.1158,747,0
0.1284,687,0
0.0768,777,0
0.0963,747,0
0.1284,687,0
0.1726,662,0
0.1379,697,0
0.1347,687,0
0.0932,802,0
0.1221,717,0
0.1126,742,0
0.1284,707,0
0.1284,687,1
0.1158,717,0
0.0932,782,0
0.1253,692,0
0.1095,737,0
0.08,772,0
0.0963,722,0
0.1316,692,0
0.1316,702,0
0.0894,757,1
0.1537,662,0
0.1189,702,1
0.1442,662,0
0.08,747,0
0.08,742,0
0.1316,742,0
0.1379,667,0
0.0932,782,0
0.1316,692,0
0.1316,692,0
0.1189,712,0
0.1158,752,0
0.1189,717,0
0.1347,687,0
0.1568,677,0
0.1411,667,0
0.1158,742,0
0.1568,717,1
0.1189,697,0
0.1126,792,0
0.1379,682,1
0.1126,722,0
0.1379,682,0
0.1189,727,0
0.0963,727,0
0.1347,682,0
0.1253,707,0
0.1284,697,0
0.08,752,0
0.1095,742,0
0.1316,697,0
0.1253,682,0
0.1426,687,1
0.1126,737,0
0.1347,697,0
0.1253,702,0
0.0932,742,0
0.1442,667,0
0.1568,702,0
0.1158,712,0
0.08,757,0
0.1221,707,0
0.0963,732,0
0.0932,737,0
0.1095,742,0
0.0963,762,1
0.0963,772,0
0.1158,702,0
0.1253,697,1
0.1095,722,0
0.0932,762,0
0.1095,732,0
0.1316,697,1
0.0932,732,0
0.1347,697,0
0.1221,692,0
0.1189,727,0
0.0963,752,0
0.1221,757,0
0.1284,692,0
0.1189,702,0
0.1189,687,0
0.0932,752,0
0.1158,712,0
0.1221,717,0
0.1253,702,0
0.1126,732,0
0.1253,727,0
0.1505,677,0
0.1126,732,0
0.0963,762,0
0.1411,672,0
0.1442,662,0
0.1316,692,0
0.1379,682,0
0.1322,672,0
0.1158,732,0
0.1095,717,0
0.1316,672,0
0.0932,752,0
0.1284,687,0
0.1095,797,1
0.1347,672,0
0.1158,752,1
0.1189,697,0
0.0963,767,0
0.0963,722,0
0.1114,752,0
0.1474,667,0
0.1537,662,0
0.1253,692,0
0.1095,762,0
0.1221,717,0
0.0963,777,0
0.1189,702,0
0.0932,777,0
0.1253,707,0
0.1221,692,0
0.1379,687,1
0.1189,702,0
0.1253,687,1
0.1095,772,0
0.1316,702,1
0.1095,717,0
0.1126,717,0
0.0932,797,0
0.1357,702,0
0.1189,687,0
0.1253,707,0
0.1158,712,1
0.08,767,0
0.1253,677,0
0.1126,717,0
0.08,757,0
0.1221,692,0
0.1496,702,0
0.0963,757,0
0.0963,757,0
0.1442,667,0
0.1379,662,0
0.1221,707,0
0.1221,717,0
0.1221,707,0
0.1126,722,0
0.1379,682,1
0.1347,667,0
0.0932,792,0
0.1442,667,0
0.1095,777,0
0.1189,697,0
0.1221,702,0
0.1392,682,0
0.1253,682,0
0.1158,712,1
0.1189,742,0
0.1221,722,0
0.1284,697,0
0.1284,692,1
0.1347,697,1
0.1411,672,1
0.1253,717,0
0.0768,777,0
0.1284,692,0
0.1189,692,0
0.1347,672,0
0.1284,697,0
0.1253,697,0
0.1379,707,0
0.1189,717,0
0.1537,677,1
0.1221,727,0
0.0932,737,0
0.1158,737,0
0.1095,732,0
0.1158,747,0
0.1158,712,0
0.0963,742,0
0.1095,797,0
0.1189,707,1
0.0963,762,0
0.1442,672,0
0.1442,722,0
0.1474,702,0
0.1316,682,0
0.1284,707,1
0.1189,687,0
0.0737,787,0
0.1411,677,0
0.1726,672,1
0.0768,772,0
0.1189,692,0
0.1095,732,0
0.1126,742,0
0.1322,682,0
0.1442,702,0
0.0768,777,0
0.1095,737,0
0.1347,682,0
0.08,767,0
0.1316,697,0
0.1221,717,0
0.0963,732,0
0.1316,682,0
0.1474,682,1
0.1316,722,0
0.1126,727,0
0.0932,737,0
0.1284,687,0
0.1189,697,1
0.1189,737,0
0.1095,717,0
0.1632,667,0
0.1442,667,1
0.0768,792,0
0.1189,692,0
0.1221,727,0
0.1316,697,0
0.1126,732,0
0.1442,667,0
0.1379,687,0
0.0932,767,0
0.1095,742,0
0.08,757,0
0.1189,697,0
0.1189,762,0
0.0932,737,0
0.08,762,0
0.1221,687,0
0.0932,782,0
0.1189,707,0
0.1221,727,1
0.1411,662,0
0.1095,722,0
0.1505,662,0
0.1442,677,0
0.0894,747,0
0.0932,737,0
0.1158,712,0
0.0768,772,0
0.1221,702,0
0.1158,722,0
0.1189,697,0
0.1316,697,0
0.1284,702,0
0.0768,777,0
0.1379,707,1
0.0932,782,0
0.1095,717,0
0.1189,697,0
0.1379,712,1
0.1095,742,0
0.1357,682,0
0.1221,722,0
0.1221,702,1
0.0932,762,0
0.1189,697,0
0.0932,752,0
0.1284,707,1
0.1474,672,1
0.1316,697,0
0.1347,692,0
0.1632,662,0
0.1316,692,0
0.0768,782,0
0.0932,777,0
0.08,807,0
0.1126,757,0
0.1189,702,0
0.0963,737,0
0.1284,687,0
0.1189,712,0
0.0932,732,0
0.1221,717,0
0.0963,747,0
0.0963,742,0
0.1284,727,0
0.08,767,0
0.1183,717,0
0.1379,677,1
0.1126,732,0
0.1126,742,0
0.1189,717,0
0.1158,727,0
0.0963,752,0
0.1158,747,0
0.1253,682,1
0.1347,697,0
0.1221,702,0
0.0859,792,0
0.0894,782,0
0.1843,682,0
0.1284,712,0
0.1126,722,0
0.08,752,1
0.0932,742,0
0.1189,732,0
0.1253,687,0
0.0768,807,0
0.1221,717,0
0.1189,702,0
0.1695,662,1
0.08,777,0
0.1221,747,0
0.0932,727,0
0.1505,682,1
0.1284,702,0
0.1189,697,0
0.1284,732,0
0.1158,787,0
0.0932,742,0
0.1253,717,0
0.0932,752,0
0.1189,717,0
0.1158,807,0
0.1316,682,0
0.1316,697,0
0.08,767,0
0.0894,762,0
0.1411,672,0
0.1411,662,0
0.0932,787,0
0.1379,682,0
0.1126,707,0
0.1158,722,0
0.1221,742,0
0.1284,697,0
0.1253,687,0
0.1347,672,0
0.1284,722,0
0.0768,757,0
0.1189,712,0
0.0932,802,0
0.1379,697,0
0.0768,782,0
0.1126,742,0
0.1221,692,0
0.0932,732,0
0.1379,682,0
0.1379,677,0
0.1253,687,0
0.1916,662,0
0.0932,782,0
0.1316,687,0
0.0768,757,0
0.1442,662,0
0.0963,787,0
0.1095,762,1
0.1221,702,0
0.1189,712,0
0.1126,722,1
0.1347,687,1
0.1284,707,0
0.1095,722,0
0.0932,737,0
0.1461,682,0
0.1114,757,0
0.0963,732,0
0.0963,807,1
0.1474,712,0
0.0963,747,0
0.1189,707,0
0.0932,797,1
0.1126,742,0
0.1114,737,0
0.1505,687,0
0.0768,777,1
0.1695,662,0
0.0932,737,0
0.1253,682,0
0.1316,707,0
0.1347,687,0
0.1158,752,0
0.1474,692,0
0.1189,712,0
0.1095,792,0
0.0932,747,0
0.1126,747,0
0.1095,722,1
0.1347,707,0
0.1189,702,0
0.1253,692,0
0.1189,727,0
0.1884,712,0
0.0963,737,0
0.1158,762,0
0.1916,667,0
0.0932,752,0
0.1126,717,0
0.1158,692,1
0.1062,722,0
0.1442,662,0
0.08,762,0
0.1221,737,0
0.1884,712,0
0.1411,672,0
0.1505,687,1
0.1916,662,1
0.0963,727,0
0.1221,697,0
0.1158,727,1
0.0963,742,0
0.08,807,0
0.1347,672,0
0.0932,762,0
0.1158,742,0
0.1253,697,0
0.1221,722,0
0.1411,662,1
0.1568,667,0
0.0932,777,0
0.0963,752,0
0.1632,677,0
0.1632,662,0
0.1158,707,0
0.1095,717,0
0.0932,747,0
0.1821,667,0
0.1442,677,0
0.1189,707,0
0.1158,692,0
0.0932,737,0
0.1322,697,0
0.1126,717,0
0.1411,682,0
0.1095,727,0
0.1158,742,0
0.1126,712,0
0.08,802,0
0.1189,727,0
0.08,752,0
0.1253,707,0
0.08,782,0
0.0963,727,0
0.1442,677,0
0.1505,662,0
0.1095,717,0
0.1158,762,0
0.1284,742,0
0.1316,697,0
0.1347,692,0
0.08,762,0
0.1218,707,0
0.1189,727,0
0.1253,687,0
0.1095,752,1
0.0932,782,0
0.1253,682,1
0.0932,767,0
0.1347,677,0
0.08,777,0
0.1607,662,1
0.2011,667,1
0.1284,697,0
0.1316,687,0
0.1411,707,0
0.0932,732,0
0.1821,672,0
0.08,772,0
0.1126,787,0
0.1218,712,0
0.1158,707,0
0.1411,662,1
0.1474,662,0
0.1284,692,0
0.1379,682,0
0.1095,712,0
0.1284,672,0
0.1095,742,0
0.08,747,0
0.0932,732,0
0.0963,732,1
0.1442,697,0
0.08,767,0
0.0963,727,0
0.179,722,1
0.1158,702,0
0.1284,682,1
0.1126,717,0
0.0963,732,0
0.0963,747,0
0.1158,717,0
0.08,807,0
0.1114,727,0
0.16,667,0
0.0932,742,0
0.1411,677,0
0.1347,672,0
0.1347,682,0
0.0963,742,0
0.1347,697,0
0.0932,797,0
0.0963,732,1
0.1379,692,0
0.1189,697,0
0.1158,762,0
0.0932,737,0
0.1632,662,0
0.1287,722,0
0.1347,697,0
0.1284,732,0
0.1442,672,0
0.1379,692,0
0.0932,767,0
0.1347,692,0
0.0932,757,0
0.1253,717,0
0.1095,762,0
0.08,802,0
0.1695,667,1
0.1126,782,0
0.1758,697,0
0.1316,672,0
0.1189,707,0
0.1347,697,0
0.1347,702,0
0.1253,712,0
0.1568,662,0
0.1126,747,0
0.1158,722,0
0.0932,802,0
0.1253,682,0
0.0963,727,0
0.1158,707,0
0.1253,732,0
0.1126,722,0
0.1126,747,0
0.1663,742,1
0.1884,707,0
0.0768,762,0
0.0932,737,0
0.1189,692,0
0.1411,692,0
0.1253,722,0
0.08,737,0
0.1505,717,0
0.0963,717,0
0.0932,747,0
0.1221,712,0
0.1221,687,0
0.0932,812,0
0.0932,762,0
0.08,747,0
0.1189,707,0
0.1218,727,0
0.1126,787,1
0.1347,672,0
0.1284,672,0
0.0963,762,0
0.1158,752,0
0.1158,727,1
0.1221,707,0
0.0932,777,0
0.1411,677,0
0.1221,727,0
0.0768,797,0
0.0932,727,0
0.1379,687,0
0.1095,717,0
0.1316,717,0
0.1095,717,0
0.1158,717,0
0.1379,687,1
0.1253,702,0
0.1221,742,0
0.1537,667,0
0.1158,722,1
0.1221,722,0
0.1221,712,0
0.1316,692,0
0.0963,727,0
0.08,737,0
0.0894,747,0
0.0932,752,0
0.1565,712,1
0.1221,692,0
0.1253,697,1
0.1474,662,1
0.0932,737,0
0.1158,712,0
0.0932,747,1
0.1221,692,0
0.1316,707,1
0.08,762,0
0.0963,727,1
0.1695,687,1
0.1316,697,0
0.1253,692,0
0.08,747,0
0.1148,752,0
0.1221,722,0
0.0932,777,0
0.0932,752,0
0.0963,732,0
0.1632,662,0
0.1221,712,1
0.1505,677,0
0.1126,722,0
0.1379,692,1
0.0932,742,0
0.1284,687,1
0.0932,737,0
0.1411,702,0
0.1126,717,0
0.1537,687,0
0.1505,667,1
0.1253,682,0
0.1221,702,1
0.1379,707,0
0.1347,682,0
0.1284,697,0
0.1758,697,0
0.1253,682,0
0.1758,692,0
0.0894,742,0
0.1221,697,0
0.08,752,0
0.08,762,0
0.16,662,1
0.1357,692,0
0.1189,702,0
0.0963,802,0
0.1316,702,0
0.1316,692,0
0.1095,712,0
0.1095,722,1
0.1632,687,0
0.0963,727,0
0.1158,772,0
0.08,757,0
0.1253,687,0
0.1505,667,0
0.0963,767,0
0.1189,712,0
0.1284,682,0
0.1461,682,0
0.1189,717,0
0.1221,702,0
0.1095,722,0
0.1379,672,0
0.1126,722,0
0.0932,797,0
0.0963,717,0
0.1537,787,0
0.1316,687,0
0.1126,742,1
0.0788,722,0
0.1284,687,0
0.1474,672,0
0.1253,712,0
0.1347,682,0
0.1095,742,0
0.1221,687,1
0.1379,687,0
0.0963,777,0
0.1221,687,0
0.1287,692,0
0.0963,747,0
0.08,772,0
0.0932,742,1
0.1758,712,0
0.1284,687,0
0.1221,707,0
0.1411,682,0
0.0894,752,0
0.0932,767,0
0.08,752,0
0.1442,662,0
0.1347,682,0
0.1379,682,0
0.1221,697,0
0.0932,772,0
0.1253,747,1
0.1189,707,0
0.1348,687,0
0.1126,702,0
0.1158,752,0
0.1726,667,0
0.08,752,0
0.08,762,0
0.1284,717,1
0.0768,782,0
0.1189,712,0
0.1221,732,0
0.1316,687,1
0.1442,662,0
0.0963,757,1
0.1505,672,0
0.1221,692,0
0.1284,712,0
0.1568,677,0
0.1284,712,0
0.08,742,0
0.1253,697,0
0.1442,672,1
0.1062,707,0
0.1095,752,0
0.1126,742,0
0.1126,742,0
0.1126,757,0
0.0963,752,1
0.1284,717,0
0.1284,682,1
0.167,707,0
0.1253,692,0
0.0963,737,0
0.1284,752,1
0.0932,737,0
0.1537,672,0
0.1474,662,0
0.1158,727,0
0.1568,687,0
0.1158,717,0
0.1253,697,0
0.0768,797,0
0.1474,687,0
0.1316,702,0
0.1347,677,0
0.1284,722,0
0.1316,752,0
0.1316,702,0
0.1253,707,0
0.1221,717,0
0.1357,677,0
0.1221,702,0
0.0963,737,0
0.1316,682,0
0.1537,662,0
0.1218,762,0
0.0932,742,0
0.2011,662,1
0.1379,687,0
0.1126,722,0
0.1095,727,0
0.1411,667,0
0.1126,712,0
0.0963,727,0
0.0963,807,0
0.1095,727,0
0.1505,662,0
0.1474,712,0
0.1531,742,0
0.1095,732,0
0.16,672,0
0.1189,697,0
0.0963,737,0
0.1126,732,0
0.1189,737,0
0.1189,717,0
0.074,797,0
0.1189,752,0
0.1114,742,0
0.0963,782,0
0.1411,682,0
0.1316,687,0
0.1253,737,0
0.1316,682,0
0.0932,722,0
0.1853,672,0
0.1316,697,1
0.1183,722,0
0.1158,717,0
0.1189,727,0
0.1632,662,0
0.1253,682,0
0.1426,667,0
0.1095,727,0
0.1411,682,0
0.1189,712,0
0.1853,717,1
0.1095,717,0
0.1537,677,0
0.1114,762,1
0.1505,687,0
0.1221,702,0
0.1253,707,0
0.1695,702,0
0.16,697,0
0.1221,707,0
0.0737,787,0
0.0963,762,0
0.1114,717,0
0.1253,687,0
0.1158,727,0
0.0932,772,0
0.0768,752,0
0.1158,712,0
0.1284,687,0
0.1126,752,1
0.1347,667,0
0.1095,717,0
0.1411,667,0
0.1183,717,0
0.1148,732,0
0.1284,687,0
0.1316,667,1
0.08,777,0
0.08,777,0
0.0932,747,0
0.1183,742,0
0.1221,692,1
0.1322,692,0
0.0963,757,0
0.1979,692,1
0.0963,732,0
0.1189,732,1
0.1411,667,0
0.1379,672,0
0.0737,797,0
0.08,757,0
0.0963,737,1
0.1284,697,1
0.0932,782,0
0.0963,762,0
0.1357,707,0
0.1095,817,0
0.08,732,0
0.1189,772,0
0.0932,752,0
0.1148,742,0
0.1284,697,0
0.16,662,0
0.1158,762,0
0.0768,757,0
0.1253,702,0
0.0932,742,0
0.1379,672,1
0.1316,707,0
0.0963,762,0
0.1221,697,0
0.1316,702,0
0.1189,707,1
0.1322,692,0
0.1411,712,1
0.0859,762,0
0.1189,742,0
0.1537,707,0
0.1148,727,1
0.1663,667,0
0.1568,682,1
0.1284,697,1
0.1316,682,0
0.0932,752,0
0.1253,692,0
0.074,787,0
0.0932,737,0
0.1126,702,0
0.0894,742,0
0.1284,742,0
0.1392,692,0
0.1221,692,0
0.16,682,0
0.08,752,0
0.1531,677,0
0.1284,692,1
0.1347,707,0
0.1496,682,0
0.08,747,0
0.1183,712,0
0.1253,717,0
0.0894,742,0
0.1426,667,0
0.1148,702,0
0.1322,677,0
0.1287,682,0
0.1287,707,0
0.0894,732,0
0.0894,737,0
0.1739,672,0
0.1218,697,0
0.1183,697,0
0.0894,727,0
0.1392,697,0
0.1322,692,0
0.1253,682,0
0.1426,677,0
0.1114,727,0
0.1392,677,1
0.1114,737,0
0.0894,767,0
0.1392,677,0
0.1565,712,0
0.1357,677,0
0.1183,752,0
0.1322,682,0
0.1148,767,0
0.1218,722,0
0.1114,722,0
0.0774,747,0
0.1322,692,0
0.1287,707,0
0.0894,752,0
0.1287,692,0
0.1253,682,0
0.0894,742,0
0.0859,732,0
0.1426,687,0
0.1148,742,0
0.0859,737,0
0.1322,712,0
0.0894,712,0
0.167,702,0
0.0859,757,0
0.1253,707,0
0.1392,677,0
0.1183,742,0
0.1148,712,0
0.1253,687,0
0.0774,787,0
0.1496,697,0
0.1114,742,0
0.1148,742,0
0.0774,757,0
0.1183,757,0
0.0859,792,0
0.1218,712,0
0.1461,697,0
0.1287,702,0
0.0774,792,0
0.1148,747,0
0.0859,737,0
0.1531,727,0
0.0774,797,0
0.1287,682,1
0.1322,677,0
0.0774,797,0
0.0774,767,0
0.1287,682,0
0.0859,767,0
0.1218,727,0
0.16,662,0
0.0859,737,0
0.0859,737,0
0.1253,687,0
0.1316,677,0
0.1392,707,0
0.1357,682,1
0.16,747,0
0.0774,752,0
0.1531,677,0
0.1531,722,0
0.1357,682,0
0.1218,692,0
0.0774,762,0
0.1704,702,0
0.1253,692,0
0.1148,707,0
0.1183,737,0
0.1114,712,0
0.1322,692,0
0.1183,697,0
0.1739,662,0
0.1357,702,0
0.1183,762,0
0.1392,677,0
0.0859,772,0
0.1148,732,0
0.1357,682,0
0.1114,732,0
0.1253,682,0
0.1148,737,0
0.1183,712,0
0.1565,662,1
0.1496,662,0
0.1114,752,0
0.1496,767,0
0.1392,697,0
0.1218,707,0
0.1114,717,0
0.1392,757,1
0.1426,682,1
0.1114,732,0
0.1253,687,0
0.0894,762,0
0.0894,737,0
0.1531,727,0
0.0894,762,0
0.0859,777,0
0.0859,772,0
0.1253,712,0
0.1183,717,0
0.0774,772,0
0.1322,812,0
0.0859,782,0
0.0859,792,0
0.1287,712,0
0.0774,797,0
0.0859,722,0
0.1287,692,0
0.1253,702,0
0.1218,747,0
0.1635,677,0
0.1496,667,0
0.1148,767,0
0.1322,707,0
0.0774,797,0
0.1183,737,0
0.1253,687,0
0.1183,737,0
0.1357,682,0
0.1531,667,0
0.0894,772,0
0.1183,727,0
0.16,697,1
0.0774,752,0
0.1218,702,0
0.1461,687,0
0.1148,747,0
0.0859,727,0
0.1461,697,1
0.1426,667,0
0.1148,722,0
0.1392,667,0
0.1392,747,0
0.0774,787,0
0.0894,747,0
0.1531,672,0
0.1253,802,0
0.1218,782,1
0.074,752,0
0.1218,717,0
0.1322,777,0
0.1704,702,1
0.1426,677,0
0.1357,687,0
0.1253,717,1
0.16,667,0
0.1392,697,0
0.1253,707,0
0.1253,707,0
0.0774,757,0
0.1148,762,0
0.1253,772,1
0.0894,742,0
0.1114,762,0
0.1183,712,0
0.0894,742,1
0.167,672,0
0.1114,732,0
0.1148,727,0
0.1565,672,0
0.1422,687,1
0.1426,682,0
0.0894,747,0
0.1218,712,0
0.1148,752,1
0.16,662,0
0.16,677,0
0.1843,667,0
0.0894,762,0
0.1148,717,0
0.1461,677,0
0.1148,722,0
0.1496,677,0
0.1322,707,1
0.1739,712,0
0.0894,757,0
0.0894,807,0
0.1183,737,1
0.1426,677,0
0.1461,672,0
0.0894,742,1
0.1114,712,0
0.0774,772,0
0.0894,737,0
0.1148,747,0
0.1392,682,0
0.1704,697,0
0.1322,697,0
0.0859,757,0
0.1218,742,0
0.1704,672,0
0.0859,802,0
0.1287,712,0
0.0774,782,0
0.0859,767,0
0.1218,707,0
0.1183,707,0
0.1253,687,0
0.1183,757,0
0.1148,777,0
0.1114,787,0
0.0774,782,0
0.1392,692,0
0.1704,702,1
0.1357,702,0
0.1183,772,0
0.0894,727,0
0.1322,707,0
0.1496,662,1
0.1148,732,0
0.0894,762,0
0.1357,707,0
0.1114,722,0
0.1148,747,0
0.1148,707,0
0.1704,682,0
0.1253,712,0
0.1496,672,0
0.1114,742,0
0.1531,662,0
0.0859,732,0
0.1114,707,0
0.1426,682,0
0.1461,672,0
0.1183,707,0
0.1253,682,0
0.0859,742,0
0.1287,692,0
0.0774,777,0
0.1322,692,0
0.1913,662,0
0.1148,737,0
0.0894,737,0
0.1322,787,0
0.1183,747,0
0.1635,667,0
0.1148,722,0
0.1704,677,0
0.1218,747,0
0.1461,667,0
0.1392,667,0
0.1461,767,0
0.0859,747,0
0.1287,692,0
0.0859,807,0
0.1253,702,0
0.0894,737,0
0.0774,772,0
0.1426,692,0
0.1392,772,1
0.167,697,0
0.0894,772,0
0.1322,682,0
0.1148,732,0
0.1426,742,0
0.1635,667,0
0.074,787,0
0.1183,732,0
0.0894,757,0
0.0859,752,0
0.1253,712,0
0.1253,717,1
0.1287,712,0
0.0894,742,0
0.1183,727,0
0.1357,747,0
0.1183,717,0
0.0774,752,0
0.0774,782,0
0.1183,702,0
0.0894,742,0
0.1531,667,0
0.1426,702,1
0.1461,687,0
0.1218,697,0
0.1114,752,0
0.0859,732,0
0.1635,677,0
0.1392,702,0
0.1322,687,0
0.0894,737,0
0.1114,732,0
0.1114,732,0
0.0894,762,0
0.0894,737,0
0.1114,732,0
0.0859,767,0
0.1148,742,0
0.1114,722,0
0.16,667,0
0.1148,762,0
0.1183,717,0
0.0894,727,0
0.1218,702,0
0.1635,692,0
0.1218,687,1
0.1635,662,0
0.1392,672,1
0.0859,737,0
0.1843,662,0
0.0859,727,1
0.1704,662,0
0.1461,682,0
0.1357,717,1
0.0774,777,0
0.1253,692,0
0.1426,672,0
0.1426,687,0
0.1357,712,0
0.1183,702,0
0.074,762,0
0.0894,717,0
0.074,762,0
0.0894,737,0
0.1114,722,0
0.1322,707,0
0.1322,682,0
0.0859,737,0
0.1843,677,0
0.1322,707,0
0.0894,742,1
0.1183,707,0
0.0894,792,0
0.1183,707,0
0.1253,702,0
0.1287,717,0
0.0774,737,0
0.1183,747,0
0.1183,727,0
0.0894,757,0
0.1253,727,0
0.074,772,0
0.1357,682,0
0.1426,662,0
0.16,677,0
0.1183,767,0
0.0859,737,0
0.1913,677,1
0.0894,742,0
0.0894,782,0
0.0859,737,0
0.1114,727,0
0.0894,747,0
0.1322,692,0
0.1392,697,0
0.1496,662,0
0.1148,717,0
0.0894,792,0
0.1392,677,0
0.1114,772,1
0.1322,677,0
0.0859,767,0
0.1357,692,0
0.0859,752,0
0.1496,672,0
0.1426,667,0
0.0894,757,0
0.1218,707,0
0.1322,702,0
0.1253,717,0
0.1635,662,1
0.0859,752,0
0.0894,762,0
0.1218,707,0
0.1426,677,0
0.1426,667,1
0.0894,732,1
0.1461,767,0
0.16,692,0
0.0894,717,0
0.1496,662,0
0.1287,687,0
0.074,777,0
0.1635,732,0
0.1496,712,0
0.1357,682,0
0.074,767,0
0.0774,737,0
0.1287,712,0
0.1843,667,1
0.1253,697,0
0.1774,692,0
0.1114,742,1
0.1322,672,0
0.1392,682,0
0.1253,722,0
0.1461,672,0
0.0894,732,0
0.1774,702,0
0.1253,707,0
0.1218,727,0
0.0894,757,0
0.0705,792,0
0.0774,752,0
0.167,722,0
0.1183,742,0
0.0859,757,0
0.1183,707,0
0.0894,737,0
0.1322,692,0
0.1114,732,0
0.074,772,0
0.074,772,0
0.0894,732,0
0.0774,737,0
0.1322,682,0
0.1357,707,0
0.0859,742,0
0.0894,727,0
0.1531,702,0
0.1287,702,0
0.1218,737,0
0.1322,687,0
0.0859,767,0
0.0894,757,1
0.1322,702,0
0.0774,732,0
0.1287,687,0
0.1322,682,1
0.0894,742,0
0.0774,797,0
0.1183,747,0
0.0774,737,0
0.1148,732,0
0.1287,707,0
0.0859,777,0
0.0774,762,0
0.0894,742,0
0.1357,682,0
0.1426,692,0
0.0859,752,0
0.0774,752,0
0.1322,692,0
0.1253,712,0
0.1218,772,0
0.1218,712,0
0.1218,722,0
0.1114,752,0
0.1148,767,0
0.1148,707,0
0.0859,742,0
0.1357,702,0
0.1148,752,0
0.0774,792,0
0.1183,717,0
0.0894,722,0
0.1114,707,0
0.1183,722,0
0.074,772,0
0.1148,757,1
0.1392,692,0
0.1183,732,0
0.1287,697,0
0.1565,732,0
0.1531,667,0
0.0774,752,0
0.1635,747,1
0.0774,762,0
0.1148,707,0
0.0894,747,0
0.1774,677,1
0.1253,717,0
0.0894,772,0
0.0859,742,0
0.1148,727,0
0.0894,757,0
0.1218,702,1
0.1114,792,1
0.1426,692,0
0.1218,717,0
0.1253,692,1
0.0894,727,0
0.1287,692,0
0.1183,747,0
0.0894,727,0
0.1114,732,0
0.1461,752,0
0.1496,667,0
0.1461,687,0
0.1461,672,0
0.16,702,1
0.1253,697,0
0.0774,757,0
0.1114,727,0
0.0774,752,0
0.1183,717,0
0.1148,792,0
0.1183,732,0
0.0894,737,0
0.1496,762,0
0.1461,682,0
0.1357,692,0
0.1183,697,0
0.1392,697,0
0.1253,687,0
0.0894,802,0
0.1565,672,0
0.1635,722,0
0.167,677,1
0.1218,717,0
0.1426,677,0
0.1704,672,0
0.0894,752,0
0.0859,792,0
0.1565,672,1
0.1878,672,0
0.1114,752,0
0.1148,752,0
0.1148,757,0
0.1253,692,0
0.0859,747,1
0.1253,722,0
0.1287,692,0
0.1114,742,0
0.0859,797,0
0.1253,702,0
0.1253,717,0
0.1531,742,0
0.1183,702,0
0.0894,742,0
0.1218,732,0
0.0774,747,0
0.0894,792,0
0.1148,727,0
0.0894,747,1
0.1114,767,0
0.1809,672,1
0.0859,747,0
0.1531,672,1
0.0859,752,0
0.1426,662,0
0.1565,662,1
0.1287,727,0
0.0859,812,0
0.1322,692,0
0.1114,722,0
0.0894,802,0
0.1357,792,0
0.1218,732,0
0.0705,777,0
0.1253,712,1
0.0859,762,0
0.1114,722,0
0.1704,677,0
0.1357,722,0
0.1496,687,0
0.1392,682,0
0.0859,772,0
0.1496,682,0
0.0894,747,0
0.1253,702,0
0.1357,677,0
0.1913,677,0
0.1114,732,0
0.1287,692,0
